12735.31,1409.13,2474.55,13579.94,28401.61,62673.69,2749.81,1025.68,2089.58,17122.23,4258.32,6272.7,5435.42,7782.71,14603.5,37321,491.74,1003.69,8339.81,2296.56,14599.16,27615.85,5613.76,6087.722,1844.47,6272,8085.06,2830.263,1491.66,3344.53
12501.11,1380.95,2417.59,13316.78,27961.85,59907.06,2727.77,980.21,2069.31,15691.14,4140.94,6025.6,5250.82,7566.38,13945.2,36682,470.54,972.15,7973.92,2330.87,13972.63,25837.78,5696.45,5959.978,1746.95,6074.25,8428.84,2730.031,1505.71,3154.58
12466.16,1373.2,2394.59,13074.86,27343.57,58777.45,2684.51,958.99,2065.77,14847.69,4108.34,5942.9,5225.39,7471.57,13817.1,36632,462.61,965.63,7847.52,2225.46,13504.51,24450.85,5505.72,5809.678,1704.97,5935.75,8179.54,2592.311,1453.66,3058.49
12159.21,1333.25,2346.9,12795.63,26698.66,57036.85,2587.42,928.37,2011.21,14795.86,4065.76,5902.4,5157.09,7413.53,13775.6,36238,460.25,966.29,7788.06,2174.78,13783.45,25114.98,5365.62,5796.122,1723.55,5913.2,8101.63,2649.279,1460.71,3139.88
12099.3,1325.19,2340.02,12737.12,26713.83,57506.47,2555.66,903.48,2002.46,14701.11,3995.17,5901.7,5092.4,7314.17,13655.4,35753,450.08,957.63,7691.98,2159.1,13861.29,25201.87,5414.47,5747.251,1734.72,5705.3,8184.65,2611.132,1439.49,3104.25
11971.19,1310.5,2292.27,12640.88,26892.74,56097.18,2546.88,879.66,1943.56,14115.46,3753.68,5740.1,4842.54,6769.47,12839.7,34302,433.27,955.93,7487.92,1967.7,12573.05,21757.63,4753.87,5186.846,1609.02,4899.3,7581.96,2294.524,1354.48,2866.55
12378.61,1352.07,2360.92,12907.27,27905.13,57463.31,2671.16,933.78,1966.46,13604.22,3809.07,5875.8,4915.29,6821.07,13106.7,34237,444.23,958.55,7690.97,1988.23,13092.78,23539.27,5027.21,5580.442,1663,5033.45,7517.05,2516.701,1383.35,3050.09
12480.3,1362.3,2358.06,13046.43,28263.95,59529.58,2742.69,946.5,2003.86,14166.25,3810.01,5885.2,4941.45,6892.96,13246.6,34565,446.08,956.97,7704.39,2009.71,13478.86,24291.8,4762.08,5716.45,1637.91,5280.8,7576.42,2607.843,1388.5,3049.9
12442.83,1355.81,2349,12998.21,28296.8,60289.41,2794.53,936.55,2036.18,14544.41,3789.31,5837.3,4873.57,6875.35,13217.1,34274,443.04,951.14,7671.81,1981.53,13345.03,23653.69,4710.65,5618.722,1589.06,5167.6,7543.5,2610.359,1384.08,3000.03
12650.36,1378.55,2389.86,13155.1,28793.64,59490.4,2788.34,937.32,2007.27,15009.98,3792.8,5879.8,4869.79,6851.75,13229,34230,441.33,949.04,7670.44,1906.97,13592.47,23455.74,4620.4,5650.265,1624.68,5137.45,7521.13,2627.251,1393.25,2981.75
12552.24,1367.21,2373.93,13282.3,29306.76,62590.65,2874.44,918.84,2043.43,16531.76,3803.21,5880.1,4855.4,6973.67,13266.7,34014,444.18,949.05,7536.45,2004.48,13068.3,23169.55,4816.08,5542.059,1631.78,4929.45,7550.55,2610.781,1423.15,2949.54
12376.98,1348.86,2332.54,13208.03,29138.92,61818.99,2852.31,928.66,2041.81,16444.1,3797.89,5879.3,4858.65,6962.28,13313.2,34123,442.53,950.84,7501.99,2025.14,13626.45,24021.68,4880.25,5684.755,1697.45,5202,7865.28,2675.645,1436.1,3045.59
12348.21,1350,2321.8,13226.76,28744.81,61271.87,2830.73,929.63,2039.09,16052.78,3719.28,5787.6,4771.79,6832.43,13073.9,33568,434.81,938.79,7353,1989.25,13622.56,24148.43,4813.31,5606.605,1694.77,5302.9,7876.37,2688.191,1427.19,3088.68
12337.22,1348.78,2306.2,13447.74,28899.97,62296.54,2874.14,945.39,2062.82,16439.8,3805.27,5966.9,4885.83,7002.29,13269.7,34120,448.77,967.42,7462.73,2046.8,13757.91,24123.17,5020.75,5619.102,1720.52,5280.8,8024.41,2711.872,1425.49,3098.06
12427.26,1360.03,2327.1,13551.69,29224.44,63747.49,2911.28,941.38,2074.7,16597.54,3758.47,5893.6,4812.81,6899.68,13080.4,33816,446.69,954.53,7381.58,2020.92,13310.37,23590.58,4908.72,5496.469,1687.91,5154.45,7894.47,2689.256,1414.32,3026.83
